loanId	memberId	date	purpose	isJointApplication	loanAmount	term	interestRate	monthlyPayment	grade	loanStatus
1355190	2426419	12/12/2015	debtconsolidation	0	9180	48 months	9.72	232	A2	Current
1205346	2367217	6/17/2014	debtconsolidation	0	21226	48 months	12.67	566	D1	Current
1805177	2744563	4/3/2016	debtconsolidation	0	17510	60 months	12.33	392	A2	Current
1217191	2117406	6/9/2016	debtconsolidation	0	14792	36 months	11.88	490	A2	Current
1462654	2823722	7/23/2015	homeimprovement	0	27337	60 months	10.91	593	A1	Current
1231394	2540706	4/11/2016	debtconsolidation	0	12699	48 months	7.55	307	B3	Current
1355134	2094831	10/18/2014	homeimprovement	0	24043	36 months	15.7	842	C1	Current
1618608	2126842	11/7/2015	debtconsolidation	0	18972	48 months	12.36	503	A1	Current
1338344	2668860	2/25/2015	debtconsolidation	0	16758	36 months	15.14	582	E3	Current
1314300	2825650	3/1/2015	debtconsolidation	0	19257	60 months	8.12	392	A3	Current
1338543	2578952	10/31/2014	debtconsolidation	0	16416	60 months	9.35	344	A3	Current
1147938	2017100	10/10/2014	debtconsolidation	0	20624	60 months	11.83	457	B2	Current
1772300	2472450	1/15/2015	debtconsolidation	0	19651	60 months	9.9	417	A1	Current
1682225	2364856	7/12/2015	auto	0	20171	36 months	17.32	722	D3	Current
1290618	2834115	8/14/2014	debtconsolidation	0	26764	60 months	6.22	520	A2	Current
1001171	2033549	10/23/2015	debtconsolidation	0	10766	48 months	11.48	281	A2	Current
1400578	2328836	6/8/2014	debtconsolidation	0	35605	36 months	11.61	1176	A3	Current
1847889	2870242	7/13/2015	debtconsolidation	0	24013		10.35	613	E1	Default
1108985	2247106	11/24/2015	debtconsolidation	0	16915	36 months	9	538	B2	Current
1293937	2125456	2/22/2015	debtconsolidation	0	24411	36 months	14.19	837	C3	Default
1199269	2057422	11/3/2014	debtconsolidation	1	16072	36 months	12.47	537	D2	Default
1544628	2312802	1/16/2016	debtconsolidation	0	24942	60 months	5.48	476	A3	Current
1419627	2080935	12/23/2015	debtconsolidation	0	29192	36 months	5.87	886	A1	Current
1622107	2478168	8/26/2015	debtconsolidation	0	20724	36 months	7.03	640	A1	Current
1202572	2269561	9/28/2014	debtconsolidation	0	24237	48 months	7.66	588	A3	Current
1300180	2485416	3/17/2015	debtconsolidation	0	20880	36 months	7.09	646	A2	Current
1822850	2863224	10/25/2015	other	0	14791	48 months	10.23	377	B3	Current
1743317	2451194	10/21/2015	debtconsolidation	0	21274	60 months	15.83	515	A1	Current
1450687	2622263	5/19/2015	debtconsolidation	0	18799	48 months	10.96	486	E2	Current
1476191	2151629	5/4/2016	business	0			9.44	488	E3	Default
1149873	2207834	2/2/2015	debtconsolidation	0	14512	60 months	14.98	345	A3	Current
1386700	2058753	6/22/2016	debtconsolidation	1	15794	48 months	9.06	393	A1	Current
1632848	2747711	3/5/2015	debtconsolidation	0	18011	48 months	8.71	446	B3	Current
1509752	2846410	3/22/2015	debtconsolidation	0	20472	36 months	11.99	680	A2	Current
1692375	2519575	11/18/2015	debtconsolidation	0	22515	48 months	7.14	541	A3	Current
1404536	2567215	5/26/2014	debtconsolidation	0	27665	36 months	13.97	945	C2	Current
1041756	2846180	11/14/2015	debtconsolidation	0	22967	48 months	17.07	664	A3	Current
1647837	2080021	8/3/2014	debtconsolidation	0	22448	60 months	10.76	485	B1	Current
1111194	2822712	6/3/2016	debtconsolidation	0	23592	60 months	14.87	560	A3	Current
1159392	2407071	9/29/2014	debtconsolidation	1	22422	36 months	11.83	743	B3	Current
1183314	2796605	11/7/2015	other	0	20318	48 months	11.1	526	E1	Default
1412449	2494317	4/2/2016	debtconsolidation	0	19073	36 months	19.71	706	B1	Default
1526498	2239316	1/29/2016	debtconsolidation	0	18488	60 months	18.78	477	C1	Current
1421823	2118625	5/21/2016	debtconsolidation	0	25234	36 months	9.67	810	E3	Current
1264899	2006369	4/23/2016	debtconsolidation	0	29378	36 months	13.58	998	E1	Default
1507382	2517921	1/30/2016	business	0	24046	36 months	7.16	744	B1	Current
1012134	2580801	1/9/2016	debtconsolidation	1	22789	60 months	9.53	479	B2	Current
1283041	2436781	3/24/2015	debtconsolidation	0	21086	36 months	13.45	715	B2	Current
1765432	2165995	3/23/2015	debtconsolidation	0	22812	48 months	6.72	543	B1	Current
1340125	2090323	5/14/2015	debtconsolidation	0	27720	48 months	17.34	805	E3	Current
1397922	2162728	3/24/2016	debtconsolidation	0	14568	36 months	6.44	446	C2	Current
1689156	2468151	8/25/2015	other	0	19233	48 months	5.35	446	A1	Current
1840674	2026936	1/10/2016	business	0	25669	48 months	18.09	755	C2	Current
1761035	2708654	6/19/2015	debtconsolidation	0	23172	48 months	16.73	665	A3	Current
1481263	2311439	10/28/2015	debtconsolidation	0	25020	48 months	15.16	698	D1	Current
1450048	2761636	6/13/2015	debtconsolidation	0	20467	48 months	8.13	501	E3	Current
1611556	2080337	4/28/2015	debtconsolidation	0	20373	36 months	10.37	661	A2	Current
1759696	2627141	8/2/2015	debtconsolidation	0	24328	36 months	10.62	792	A2	Current
1883073	2272585	10/25/2014	debtconsolidation	0	28280	36 months	9.9	911	B1	Current
1005853	2133273	6/10/2016	debtconsolidation	0	22236	60 months	15.69	537	A1	Current
1708738	2228088	9/5/2015	debtconsolidation	0	14644	48 months	17.6	427	C3	Current
1714279	2638496	6/25/2014	debtconsolidation	0	25404	60 months	9.99	540	C2	Current
1289612	2518790	10/21/2014	debtconsolidation	0	19573	60 months	9.41	410	A2	Current
1182887	2736657	10/28/2015	debtconsolidation	0	28838	48 months	10.07	732	D3	Current
1895904	2362587	9/22/2014	debtconsolidation	0	17754	48 months	13.9	484	A2	Current
1719925	2037204	3/20/2015	debtconsolidation	0	24745	60 months	11.33	542	B2	Default
1631735	2897906	4/5/2015	debtconsolidation	0	16771	60 months	17.07	417	E3	Current
1302593	2350339	1/17/2016	debtconsolidation	0	10419	36 months	6.71	320	A1	Current
1373789	2440116	10/28/2015	debtconsolidation	1	21835	36 months	5.48	659	A3	Current
1858957	2223117	10/4/2014	debtconsolidation	0	22085	60 months	10.46	474	B1	Current
1279109	2774656	4/7/2015	debtconsolidation	0	18006	60 months	13.47	414	A1	Current
1129158	2160183	10/5/2015	business	0	28228	48 months	7.96	689	E1	Default
1081234	2730218	8/13/2014	other	0	26081	36 months	13.23	882	C2	Current
1154574	2235467	9/3/2015	education	0	14595	36 months	16.7	518	A1	Current
1315085	2452773	1/4/2015	debtconsolidation	0	21779	60 months	7.29	434	B1	Current
1594530	2073068	6/19/2014	debtconsolidation	0	20999	60 months	12.66	474	D2	Current
1582561	2105315	5/11/2015	debtconsolidation	0	24573	48 months	9.47	617	D3	Current
1868122	2746418	12/28/2015	debtconsolidation	0	18700	60 months	7.02	370	A1	Current
1067691	2755754	8/5/2015	debtconsolidation	0	17977	60 months	4.82	338	C3	Current
1760477	2379795	5/2/2016	debtconsolidation	0	17849	48 months	9.86	451	B3	Current
1391956	2860756	4/4/2016	debtconsolidation	0	30592	36 months	5.74	927	A1	Current
1094924	2050066	2/18/2015	healthcare	0	26683	48 months	16.2	759	D3	Current
1246019	2587213	12/9/2015	debtconsolidation	0	25670	48 months	10.16	653	A2	Current
1298926	2259457	4/3/2015	debtconsolidation	0	9502	48 months	14.34	261	C2	Current
1398958	2177325	1/19/2016	debtconsolidation	0	21030	60 months	17.77	531	C1	Current
1885879	2073172	12/4/2015	debtconsolidation	0	20942	48 months	9.93	530	A3	Current
1118401	2164305	11/22/2014	debtconsolidation	0	21068	60 months	12.57	475	D1	Current
1351700	2480035	7/15/2014	debtconsolidation	0	17729	60 months	8.34	362	B1	Current
1762031	2377295	3/15/2015	debtconsolidation	0	27079	48 months	11.41	705	B3	Current
1129854	2795373	10/2/2014	debtconsolidation	0	38440	60 months	8.86	795	A1	Current
1374579	2327154	1/15/2015	debtconsolidation	0	15994	60 months	17.8	404	C2	Current
1845703	2268566	8/14/2014	debtconsolidation	0	16108	60 months	9.86	341	A2	Current
1733916	2613069	10/16/2014	debtconsolidation	0	21769	36 months	8.77	690	A3	Current
1533825	2852814	10/25/2014	debtconsolidation	0	19334	36 months	10.11	625	A2	Current
1841042	2839238	11/11/2014	debtconsolidation	0	27606		9.03	878	B1	Current
1605207	2263641	9/22/2014	healthcare		19577	60 months	8.34	400	D3	Default
1712440	2800683	10/17/2014	debtconsolidation	0	14008	60 months	10.2	299	B3	Current
1487735	2546894	7/30/2014	debtconsolidation	0	7901	48 months	11.3	205	C2	Current
1277329	2094326	8/13/2015	debtconsolidation	0	20766	60 months	12.74	470	E2	Current
1516451	2796822	9/7/2015	debtconsolidation	0	11891	60 months	11.14	259	C2	Current
1685596	2660583	12/24/2015	debtconsolidation	0	27337	48 months	9.24	683	B2	Current
1843730	2780842	8/17/2015	debtconsolidation	0	24589	36 months	6.65	755	B3	Current
1721537	2789912	3/24/2016	homeimprovement	0		60 months	8.12	369	B2	Current
1817614	2099130	10/29/2014	other	0	20004	48 months	7.49	484	D3	Current
1347034	2751266	1/20/2016	debtconsolidation	0	19471	36 months	14.94	674	C1	Default
1234754	2554688	2/28/2015	debtconsolidation	0	22828	60 months	15.2	545	D2	Current
1118857	2724635	3/29/2015	debtconsolidation	0	21067	48 months	7.82	513	A2	Current
1868149	2793587	11/5/2014	debtconsolidation	0	15350	60 months	13.42	353	A3	Current
1435042	2328370	10/27/2015	debtconsolidation	1	24322	60 months	9.86	515	A3	Current
1829000	2372111	5/17/2014	homeimprovement	0	16925	48 months	17.27	491	C3	Current
1006100	2868457	9/14/2014	debtconsolidation	0	27840	60 months	8.86	576	A1	Current
1353385	2694936	11/15/2014	debtconsolidation	0	24168	36 months	19.38	891	A1	Current
1299137	2536333	9/15/2014	debtconsolidation	0	27851	36 months	7.85	871	C2	Current
1572894	2704500	12/20/2015	debtconsolidation	0	19491	36 months	11.97	647	B1	Current
1554527	2438793	9/17/2015	debtconsolidation	0	20400	60 months	11.94	453	A1	Current
1255349	2843865	11/18/2015	debtconsolidation	0	14988	48 months	9.1	374	D1	Current
1516291	2755562	2/6/2015	debtconsolidation	0	18466	60 months	13.22	422	E3	Default
1462777	2193441	5/22/2015	other	0	18813	60 months	13.33	431	C3	Current
1151605	2507006	12/1/2014	debtconsolidation	0	14438	60 months	10.94	313	A1	Current
1791985	2787126	1/29/2015	debtconsolidation	0	24088	48 months	19.35	725	B3	Current
1493371	2689592	10/5/2015	debtconsolidation	0	21940	48 months	15.69	618	A1	Current
1192645	2789438	5/7/2016	debtconsolidation	0	14222	60 months	18.28	363	D2	Current
1305113	2212670	9/14/2014	debtconsolidation	0	26434	36 months	6.48	810	E1	Current
1899370	2288005	12/13/2015	debtconsolidation	0	14945	60 months	6.95	296	B1	Current
1473860	2539726	11/12/2014	debtconsolidation	0	20543	48 months	5.36	476	A3	Current
1729165	2230013	1/19/2016	debtconsolidation	0	8703	48 months	13.18	234	C1	Current
1027637	2284852	6/20/2014	homeimprovement	0	18635	36 months	6.72	573	D2	Current
1541992	2472801	2/10/2015	debtconsolidation	0	30959	48 months	8.55	764	C1	Current
1694468	2816450	12/1/2014	homeimprovement	0	11981	36 months	15.72	420	C2	Current
1639420	2277566	7/20/2014	debtconsolidation	0	21499	60 months	17.97	546	E2	Current
1820454	2659624	11/1/2015	debtconsolidation	0	22989	48 months	8.47	566	B3	Current
1157345	2644114	12/31/2015	debtconsolidation	0	15065	48 months	7.03	361	A2	Current
1388734	2308473	10/9/2015	debtconsolidation	0	20787	60 months	5.58	398	A3	Current
1821065	2022964	2/4/2015	debtconsolidation	0	20913	48 months	7.56	506	A1	Current
1350222	2169483	6/28/2015	debtconsolidation	0	24884	60 months	15.55	599	A3	Current
1337374	2079873	6/3/2015	debtconsolidation	0	15505	48 months	13.86	423	A3	Current
1881594	2780861	7/30/2014	debtconsolidation	0	18500	36 months	7.14	572	D2	Default
1077162	2841193	9/26/2015	debtconsolidation	0	25284	36 months	11.65	836	E3	Current
1354884	2203783	2/1/2015	debtconsolidation	0	23274	60 months	9.49	489	E3	Default
1840396	2031242	7/26/2014	debtconsolidation	0	29544	36 months	14.48	1017	A1	Current
1189022	2440168	12/22/2014	debtconsolidation	0	22525	48 months	13.74	613	A1	Current
1202944	2418699	5/13/2015	debtconsolidation	0	19835	60 months	10.36	425	A3	Current
1441820	2704784	6/24/2014	debtconsolidation	0	13464	36 months	11.48	444	E2	Current
1866880	2515806	3/3/2015	other	0	22944	60 months	8.39	470	E2	Current
1770727	2629957	9/22/2014	debtconsolidation	0	18350	48 months	10.49	470	C1	Current
1856854	2775373	4/4/2016	debtconsolidation	0	24598	60 months	8.12	500	D1	Current
1314390	2642155	10/29/2014	debtconsolidation	0	7580	36 months	9.36	242	A2	Current
1201699	2086428	6/17/2014	debtconsolidation	0	17784	60 months	7.59	357	A2	Current
1068564	2340346	2/4/2015	healthcare	0	15479	36 months	13.83	528	D2	Current
1795178	2523328	7/6/2015	debtconsolidation	0	24930	60 months	15.78	603	B2	Current
1596211	2817603	4/22/2015	debtconsolidation	0	24407	60 months	16.87	605	A2	Current
1295431	2025494	3/31/2015	debtconsolidation	0	32049	48 months	9.01	798	A2	Current
1669961	2137540	7/26/2015	homeimprovement	0	18320	48 months	12.7	489	B3	Current
1619274	2590802	9/24/2014	debtconsolidation	0	22634	36 months	11.95	751	A1	Current
1036092	2017077	9/13/2014	debtconsolidation	0	18076	48 months	10.84	466	B3	Current
1893601	2149716	8/28/2015	debtconsolidation	0	22049	48 months	18.49	653	A3	Current
1487523	2011733	11/29/2014	debtconsolidation	0	20841	36 months	13.43	707	A1	Current
1176660	2777579	9/4/2014	debtconsolidation	0	21142	36 months	19.03	775	A1	Current
1686425	2743514	1/31/2015	debtconsolidation	0	16564	48 months	7.81	403	B1	Current
1434340	2000956	9/23/2015	debtconsolidation	0	30097	36 months	5.36	907	C3	Current
1568946	2303107	1/29/2015	debtconsolidation	0	25588	60 months	10.45	549	B2	Current
1704619	2485731	3/26/2015	debtconsolidation	0	18203		13.52	419	C1	Current
1045386	2111459	11/8/2015	debtconsolidation	0	22565	60 months	8.1	459	B2	Current
1102995	2412259	7/15/2015	debtconsolidation	0	23113	48 months	12.24	611	A2	Current
1716814	2024827	9/19/2015	debtconsolidation	0	29528	48 months	9.19	737	D3	Current
1744986	2133604	10/20/2014	debtconsolidation	0	22967	48 months	17.92	674	E3	Default
1681613	2836237	6/25/2015	debtconsolidation	0	15727	60 months	18.28	402	B1	Current
1212200	2882604	3/27/2015	debtconsolidation	0	18215	60 months	6.18	354	A2	Current
1553659	2432668	11/30/2015	debtconsolidation	0	20481	60 months	5.17	388	A2	Current
1050078	2831622	10/13/2014	business	0	26071	36 months	14.44	897	E3	Current
1312631	2506555	1/11/2016	debtconsolidation	0	21102	60 months	14.9	501	B2	Current
1685023	2896736	1/26/2016	debtconsolidation	0	19027	60 months	15.24	455	D2	Current
1323506	2115854	5/8/2016	debtconsolidation	0	25338	60 months	10.28	542	B1	Current
1762091	2855538	1/15/2015	debtconsolidation	0	29397	36 months	10.7	958	B3	Current
1534081	2450027	10/12/2015	business	0	24511	48 months	12.19	648	B2	Current
1292109	2429820	12/27/2015	debtconsolidation		14483	36 months	15.25	504	B3	Current
1740738	2865851	5/4/2015	debtconsolidation	0	22812	60 months	12.77	516	C2	Current
1228888	2535530	1/30/2016	debtconsolidation	0	23526	36 months	9.72	756	C1	Current
1018988	2581410	10/12/2015	business	0	16280	60 months	19.15	424	A3	Current
1452602	2363189	11/9/2015	homeimprovement	0	16810	48 months	16.42	480	B2	Current
1010272	2574507	12/14/2014	debtconsolidation	0	21189	60 months	7.81	428	A2	Current
1527153	2776626	1/21/2015	debtconsolidation	0	27401	36 months	5.95	833	E1	Current
1382010	2847692	6/22/2016	debtconsolidation	0	17799	36 months	10.79	581	A2	Current
1621916	2301856	3/16/2015	debtconsolidation	0	16515	36 months	7.76	516	B3	Current
1214596	2853685	12/22/2014	other	0	26328	36 months	9.25	840	A2	Current
1317579	2679442	12/22/2014	debtconsolidation	0	26498	60 months	4.69	496	B1	Current
1236465	2232240	3/11/2015	debtconsolidation	0	22852	48 months	7.2	549	A1	Current
1386277	2394078	5/8/2016	homeimprovement	1	13951	48 months	9.19	348	B3	Current
1843451	2671953	7/5/2015	debtconsolidation	0	22841	60 months	11.48	502	B1	Current
1129053	2660193	12/17/2014	debtconsolidation	0	27803	36 months	10.32	901	B1	Default
1278708	2099948	4/30/2015	auto	1	30517	48 months	6.62	725	B3	Current
1574185	2750047	10/3/2014	debtconsolidation	0	20215	60 months	13.94	470	D1	Current
1659907	2035376	6/29/2016	homeimprovement	0	17331	48 months	19.16	520	B1	Current
1131122	2797742	6/10/2016	homeimprovement	0	16372	60 months	7.67	329	A1	Current
1886495	2138081	6/5/2016	homeimprovement	0	17184	60 months	10.66	371	E2	Default
1182435	2883931	5/24/2016	debtconsolidation	0	20321	60 months	4.44	378	A3	Current
1379043	2855036	2/19/2015	debtconsolidation	0	29315	36 months	7.85	917	E3	Current
1261609	2569927	5/18/2016	debtconsolidation	0	24926	60 months	14.16	582	A2	Current
1634437	2489024	11/30/2015	debtconsolidation	0	13287	36 months	6.61	408	D3	Current
1366452	2248879	6/14/2014	debtconsolidation	0	20567	48 months	18.75	612	D3	Current
1136258	2337729	6/18/2015	debtconsolidation	0	19065	48 months	7.98	465	B3	Current
1769981	2599800	8/20/2014	debtconsolidation	0	23675		18.08	696	D1	Default
1312446	2482634	7/18/2015	debtconsolidation	0	21866	60 months	7.01	433	A1	Current
1524334	2038485	3/1/2016	other	0	22265	36 months	13.16	752	C2	Default
1205473	2057161	2/2/2016	debtconsolidation	0	21082	48 months	10.75	542	D2	Current
1583536	2523100	8/16/2015	debtconsolidation	0	23125	36 months	7.81	723	C2	Current
1570174	2405077	4/7/2015	debtconsolidation	0	23091	36 months	4.28	685	C3	Current
1262599	2710259	12/18/2015	debtconsolidation	0	21777	48 months	7.52	527	B2	Current
1552355	2802282	6/30/2014	debtconsolidation	1	24097	48 months	9.73	608	B2	Current
1631249	2202019	3/25/2016	healthcare	1	19463	36 months	12.17	648	E3	Current
1063638	2097462	6/5/2015	debtconsolidation	0	22535	48 months	6.36	533	C3	Current
1128207	2767153	10/31/2014	debtconsolidation	0	13852	48 months	12.8	370	B3	Current
1718302	2655938	4/7/2015	debtconsolidation	0	28035	36 months	7.79	876	A1	Current
1762187	2705347	4/4/2015	other	0	18052	48 months	16.62	517	A1	Current
1143806	2440465	10/15/2015	debtconsolidation	0	23336	60 months	5.22	443	B3	Current
1596065	2162685	12/14/2014	other	0		36 months	10.55	703	A3	Current
1339665	2338394	5/6/2015	debtconsolidation	1	17210	36 months	14.88	596	C2	Current
1326131	2505951	6/14/2016	debtconsolidation	0	14411	60 months	14.28	337	D1	Default
1354705	2282560	9/13/2014	debtconsolidation		13900	48 months	10.46	356	C1	Current
1025436	2746600	8/5/2014	debtconsolidation	1	24632	48 months	9.56	620	C3	Current
1252340	2350850	8/22/2015	debtconsolidation	0	25730	36 months	20.29	960	A1	Current
1727596	2708748	9/5/2015	debtconsolidation	0	20245	48 months	10.2	515	A3	Current
1865259	2589902	8/17/2015	debtconsolidation	0	13704	48 months	12.08	361	C2	Current
1390667	2241173	3/28/2015	debtconsolidation	0	23615	60 months	5.4	450	C2	Current
1580605	2818379	9/7/2014	debtconsolidation	0	20439	48 months	10.25	521	D1	Current
1006840	2657642	3/5/2015	debtconsolidation	0	20845	60 months	16.35	511	C2	Current
1277239	2567721	3/5/2015	debtconsolidation	0	23960	48 months	10.13	609	A3	Current
1711271	2410690	10/17/2015	debtconsolidation	0	18640	60 months	9.8	394	B1	Current
1513760	2161203	5/27/2015	debtconsolidation	0	20994	60 months	10.81	454	A2	Current
1398544	2386742	4/4/2015	debtconsolidation	0	22629	60 months	14.31	530	D2	Current
1124004	2253019	3/8/2016	debtconsolidation	0	21570	48 months	13	579	C2	Current
1052344	2718598	11/26/2015	debtconsolidation	0	29280	48 months	10.33	747	B2	Current
1050677	2639536	10/31/2015	healthcare	0	22301	36 months	13.1	752	C2	Current
1770306	2551469	10/16/2015	debtconsolidation	0	24805	60 months	21.29	675	A3	Current
1319649	2302333	12/6/2015	business	0	20235	60 months	17.76	511	B2	Current
